res_state,res_district,pop_year,pop_month,population
Gujarat,Bharuch,2016,december,
Gujarat,Bharuch,2017,january,
Gujarat,Bharuch,2017,february,
Gujarat,Bharuch,2017,march,
Gujarat,Bharuch,2017,april,
Gujarat,Bharuch,2017,may,
Gujarat,Bharuch,2017,june,
Gujarat,Bharuch,2017,july,
Gujarat,Bharuch,2017,august,
Gujarat,Bharuch,2017,september,
Gujarat,Bharuch,2017,october,
Gujarat,Bharuch,2017,november,
Gujarat,Bharuch,2017,december,
Gujarat,Bharuch,2018,january,
Gujarat,Bharuch,2018,february,
Gujarat,Bharuch,2018,march,
Gujarat,Bharuch,2018,april,
Gujarat,Bharuch,2018,may,
Gujarat,Bharuch,2018,june,
Gujarat,Bharuch,2018,july,
Gujarat,Bharuch,2018,august,
Gujarat,Bharuch,2018,september,
Gujarat,Bharuch,2018,october,
Gujarat,Bharuch,2018,november,
Gujarat,Bharuch,2018,december,
Gujarat,Bharuch,2019,january,
Gujarat,Bharuch,2019,february,
Gujarat,Bharuch,2019,march,
Gujarat,Bharuch,2019,april,
Gujarat,Bharuch,2019,may,
Gujarat,Bharuch,2019,june,
Gujarat,Bharuch,2019,july,
Gujarat,Bharuch,2019,august,
Gujarat,Bharuch,2019,september,
Gujarat,Bharuch,2019,october,
Gujarat,Bharuch,2019,november,
Gujarat,Bharuch,2019,december,
Gujarat,Bharuch,2020,january,
Gujarat,Bharuch,2020,february,
Gujarat,Bharuch,2020,march,
Gujarat,Bharuch,2020,april,
Gujarat,Bharuch,2020,may,
Gujarat,Bharuch,2020,june,
Gujarat,Bharuch,2020,july,
Gujarat,Bharuch,2020,august,
Gujarat,Bharuch,2020,september,
Gujarat,Bharuch,2020,october,
Gujarat,Bharuch,2020,november,
Gujarat,Bharuch,2020,december,
Gujarat,Bharuch,2021,january,
Gujarat,Bharuch,2021,february,
Gujarat,Bharuch,2021,march,
Gujarat,Bharuch,2021,april,
Gujarat,Bharuch,2021,may,
Gujarat,Bharuch,2021,june,
Gujarat,Bharuch,2021,july,
Gujarat,Bharuch,2021,august,
Gujarat,Bharuch,2021,september,
Gujarat,Bharuch,2021,october,
Gujarat,Bharuch,2021,november,
Gujarat,Bharuch,2021,december,
Gujarat,Bharuch,2022,january,
Gujarat,Bharuch,2022,february,
Gujarat,Bharuch,2022,march,
Gujarat,Bharuch,2022,april,
Gujarat,Bharuch,2022,may,
Gujarat,Bharuch,2022,june,
Gujarat,Bharuch,2022,july,
Gujarat,Bharuch,2022,august,
Gujarat,Bharuch,2022,september,
Gujarat,Bharuch,2022,october,
Gujarat,Bharuch,2022,november,
Gujarat,Bharuch,2022,december,
Gujarat,Bharuch,2023,january,
Gujarat,Bharuch,2023,february,
Gujarat,Bharuch,2023,march,
Gujarat,Bharuch,2023,april,
Gujarat,Bharuch,2023,may,
Gujarat,Bharuch,2023,june,
Gujarat,Bharuch,2023,july,
Gujarat,Bharuch,2023,august,
Gujarat,Bharuch,2023,september,
Gujarat,Bharuch,2023,october,
Gujarat,Bharuch,2023,november,
Gujarat,Bharuch,2023,december,
