res_state,res_district,res_year,res_month,res_frl,liv_cap,rainfall,population,water demand (cubic meters),water demand (MCM)
Gujarat,Rajkot,2017,august,147.52,0.02643,179.7,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,september,147.52,0.02643,67.2,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,october,147.52,0.02643,15.5,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,november,147.52,0.02643,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,december,147.52,0.02643,11.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2018,january,147.52,0.02643,,,,
Gujarat,Rajkot,2018,february,147.52,0.02643,,,,
Gujarat,Rajkot,2018,march,147.52,0.02643,,,,
Gujarat,Rajkot,2018,april,147.52,0.02643,,,,
Gujarat,Rajkot,2018,may,147.52,0.02643,,,,
Gujarat,Rajkot,2018,june,147.52,0.02643,,,,
Gujarat,Rajkot,2018,july,147.52,0.02643,,,,
Gujarat,Rajkot,2018,august,147.52,0.02643,,,,
Gujarat,Rajkot,2018,september,147.52,0.02643,,,,
Gujarat,Rajkot,2018,october,147.52,0.02643,,,,
Gujarat,Rajkot,2018,november,147.52,0.02643,,,,
Gujarat,Rajkot,2018,december,147.52,0.02643,,,,
Gujarat,Rajkot,2019,january,147.52,0.02643,,,,
Gujarat,Rajkot,2019,february,147.52,0.02643,,,,
Gujarat,Rajkot,2019,march,147.52,0.02643,,,,
Gujarat,Rajkot,2019,april,147.52,0.02643,,,,
Gujarat,Rajkot,2019,may,147.52,0.02643,,,,
Gujarat,Rajkot,2019,june,147.52,0.02643,,,,
Gujarat,Rajkot,2019,july,147.52,0.02643,,,,
Gujarat,Rajkot,2019,august,147.52,0.02643,,,,
Gujarat,Rajkot,2019,september,147.52,0.02643,,,,
Gujarat,Rajkot,2019,october,147.52,0.02643,,,,
Gujarat,Rajkot,2019,november,147.52,0.02643,,,,
Gujarat,Rajkot,2019,december,147.52,0.02643,,,,
Gujarat,Rajkot,2020,january,147.52,0.02643,,,,
Gujarat,Rajkot,2020,february,147.52,0.02643,,,,
Gujarat,Rajkot,2020,march,147.52,0.02643,,,,
Gujarat,Rajkot,2020,april,147.52,0.02643,,,,
Gujarat,Rajkot,2020,may,147.52,0.02643,,,,
Gujarat,Rajkot,2020,june,147.52,0.02643,,,,
Gujarat,Rajkot,2020,july,147.52,0.02643,,,,
Gujarat,Rajkot,2020,august,147.52,0.02643,,,,
Gujarat,Rajkot,2020,september,147.52,0.02643,,,,
Gujarat,Rajkot,2020,october,147.52,0.02643,,,,
Gujarat,Rajkot,2020,november,147.52,0.02643,,,,
Gujarat,Rajkot,2020,december,147.52,0.02643,,,,
Gujarat,Rajkot,2021,january,147.52,0.02643,,,,
Gujarat,Rajkot,2021,february,147.52,0.02643,,,,
Gujarat,Rajkot,2021,march,147.52,0.02643,,,,
Gujarat,Rajkot,2021,april,147.52,0.02643,,,,
Gujarat,Rajkot,2021,may,147.52,0.02643,,,,
Gujarat,Rajkot,2021,june,147.52,0.02643,,,,
Gujarat,Rajkot,2021,july,147.52,0.02643,,,,
Gujarat,Rajkot,2021,august,147.52,0.02643,,,,
Gujarat,Rajkot,2021,september,147.52,0.02643,,,,
Gujarat,Rajkot,2021,october,147.52,0.02643,,,,
Gujarat,Rajkot,2021,november,147.52,0.02643,,,,
Gujarat,Rajkot,2021,december,147.52,0.02643,,,,
Gujarat,Rajkot,2022,january,147.52,0.02643,,,,
Gujarat,Rajkot,2022,february,147.52,0.02643,,,,
Gujarat,Rajkot,2022,march,147.52,0.02643,,,,
Gujarat,Rajkot,2022,april,147.52,0.02643,,,,
Gujarat,Rajkot,2022,may,147.52,0.02643,,,,
Gujarat,Rajkot,2022,june,147.52,0.02643,,,,
Gujarat,Rajkot,2022,july,147.52,0.02643,,,,
Gujarat,Rajkot,2022,august,147.52,0.02643,,,,
Gujarat,Rajkot,2022,september,147.52,0.02643,,,,
Gujarat,Rajkot,2022,october,147.52,0.02643,,,,
Gujarat,Rajkot,2022,november,147.52,0.02643,,,,
Gujarat,Rajkot,2022,december,147.52,0.02643,,,,
Gujarat,Rajkot,2023,january,147.52,0.02643,,,,
Gujarat,Rajkot,2023,february,147.52,0.02643,,,,
Gujarat,Rajkot,2023,march,147.52,0.02643,,,,
Gujarat,Rajkot,2023,april,147.52,0.02643,,,,
Gujarat,Rajkot,2023,may,147.52,0.02643,,,,
Gujarat,Rajkot,2023,june,147.52,0.02643,,,,
Gujarat,Rajkot,2023,july,147.52,0.02643,,,,
Gujarat,Rajkot,2023,august,147.52,0.02643,,,,
Gujarat,Rajkot,2023,september,147.52,0.02643,,,,
Gujarat,Rajkot,2023,october,147.52,0.02643,,,,
Gujarat,Rajkot,2023,november,147.52,0.02643,,,,
Gujarat,Rajkot,2023,december,147.52,0.02643,,,,
Gujarat,Rajkot,2009,january,73.76,0.02209,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,february,73.76,0.02209,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,march,73.76,0.02209,0.3,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,april,73.76,0.02209,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,may,73.76,0.02209,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,june,73.76,0.02209,17.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,july,73.76,0.02209,390.3,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,august,73.76,0.02209,143.5,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,september,73.76,0.02209,54.9,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,october,73.76,0.02209,27.4,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,november,73.76,0.02209,8.1,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,december,73.76,0.02209,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2010,january,73.76,0.02209,0.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,february,73.76,0.02209,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,march,73.76,0.02209,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,april,73.76,0.02209,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,may,73.76,0.02209,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,june,73.76,0.02209,59.3,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,july,73.76,0.02209,328.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,august,73.76,0.02209,431.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,september,73.76,0.02209,216.6,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,october,73.76,0.02209,12.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,november,73.76,0.02209,41.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,december,73.76,0.02209,0.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2011,january,73.76,0.02209,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,february,73.76,0.02209,0.2,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,march,73.76,0.02209,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,april,73.76,0.02209,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,may,73.76,0.02209,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,june,73.76,0.02209,16.3,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,july,73.76,0.02209,259.2,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,august,73.76,0.02209,451.7,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,september,73.76,0.02209,162.5,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,october,73.76,0.02209,0.4,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,november,73.76,0.02209,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,december,73.76,0.02209,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2012,january,73.76,0.02209,0.1,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,february,73.76,0.02209,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,march,73.76,0.02209,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,april,73.76,0.02209,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,may,73.76,0.02209,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,june,73.76,0.02209,34.4,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,july,73.76,0.02209,178.2,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,august,73.76,0.02209,230.3,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,september,73.76,0.02209,263.8,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,october,73.76,0.02209,7.1,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,november,73.76,0.02209,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,december,73.76,0.02209,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2013,january,73.76,0.02209,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,february,73.76,0.02209,0.9,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,march,73.76,0.02209,0.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,april,73.76,0.02209,4.6,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,may,73.76,0.02209,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,june,73.76,0.02209,155.7,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2013,july,73.76,0.02209,405.4,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,august,73.76,0.02209,211.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,september,73.76,0.02209,287.3,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,october,73.76,0.02209,53.2,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,november,73.76,0.02209,0.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,december,73.76,0.02209,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2014,january,73.76,0.02209,5.7,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,february,73.76,0.02209,0.1,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,march,73.76,0.02209,0.2,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,april,73.76,0.02209,1.0,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,may,73.76,0.02209,1.3,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,june,73.76,0.02209,11.6,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,july,73.76,0.02209,307.5,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,august,73.76,0.02209,138.6,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,september,73.76,0.02209,235.1,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,october,73.76,0.02209,3.3,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,november,73.76,0.02209,1.3,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,december,73.76,0.02209,0.0,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2015,january,73.76,0.02209,1.8,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,february,73.76,0.02209,0.0,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,march,73.76,0.02209,6.1,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,april,73.76,0.02209,5.5,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,may,73.76,0.02209,0.9,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,june,73.76,0.02209,120.7,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,july,73.76,0.02209,354.7,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,august,73.76,0.02209,37.4,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,september,73.76,0.02209,93.4,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,october,73.76,0.02209,2.2,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,november,73.76,0.02209,0.3,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,december,73.76,0.02209,0.0,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2016,january,73.76,0.02209,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,february,73.76,0.02209,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,march,73.76,0.02209,0.6,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,april,73.76,0.02209,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,may,73.76,0.02209,0.4,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,june,73.76,0.02209,31.8,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,july,73.76,0.02209,255.8,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,august,73.76,0.02209,303.9,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,september,73.76,0.02209,105.3,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,october,73.76,0.02209,66.9,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,november,73.76,0.02209,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,december,73.76,0.02209,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2017,january,73.76,0.02209,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,february,73.76,0.02209,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,march,73.76,0.02209,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,april,73.76,0.02209,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,may,73.76,0.02209,0.2,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,june,73.76,0.02209,137.7,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,july,73.76,0.02209,613.1,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,august,73.76,0.02209,179.7,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,september,73.76,0.02209,67.2,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,october,73.76,0.02209,15.5,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,november,73.76,0.02209,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,december,73.76,0.02209,11.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2018,january,73.76,0.02209,,,,
Gujarat,Rajkot,2018,february,73.76,0.02209,,,,
Gujarat,Rajkot,2018,march,73.76,0.02209,,,,
Gujarat,Rajkot,2018,april,73.76,0.02209,,,,
Gujarat,Rajkot,2018,may,73.76,0.02209,,,,
Gujarat,Rajkot,2018,june,73.76,0.02209,,,,
Gujarat,Rajkot,2018,july,73.76,0.02209,,,,
Gujarat,Rajkot,2018,august,73.76,0.02209,,,,
Gujarat,Rajkot,2018,september,73.76,0.02209,,,,
Gujarat,Rajkot,2018,october,73.76,0.02209,,,,
Gujarat,Rajkot,2018,november,73.76,0.02209,,,,
Gujarat,Rajkot,2018,december,73.76,0.02209,,,,
Gujarat,Rajkot,2019,january,73.76,0.02209,,,,
Gujarat,Rajkot,2019,february,73.76,0.02209,,,,
Gujarat,Rajkot,2019,march,73.76,0.02209,,,,
Gujarat,Rajkot,2019,april,73.76,0.02209,,,,
Gujarat,Rajkot,2019,may,73.76,0.02209,,,,
Gujarat,Rajkot,2019,june,73.76,0.02209,,,,
Gujarat,Rajkot,2019,july,73.76,0.02209,,,,
Gujarat,Rajkot,2019,august,73.76,0.02209,,,,
Gujarat,Rajkot,2019,september,73.76,0.02209,,,,
Gujarat,Rajkot,2019,october,73.76,0.02209,,,,
Gujarat,Rajkot,2019,november,73.76,0.02209,,,,
Gujarat,Rajkot,2019,december,73.76,0.02209,,,,
Gujarat,Rajkot,2020,january,73.76,0.02209,,,,
Gujarat,Rajkot,2020,february,73.76,0.02209,,,,
Gujarat,Rajkot,2020,march,73.76,0.02209,,,,
Gujarat,Rajkot,2020,april,73.76,0.02209,,,,
Gujarat,Rajkot,2020,may,73.76,0.02209,,,,
Gujarat,Rajkot,2020,june,73.76,0.02209,,,,
Gujarat,Rajkot,2020,july,73.76,0.02209,,,,
Gujarat,Rajkot,2020,august,73.76,0.02209,,,,
Gujarat,Rajkot,2020,september,73.76,0.02209,,,,
Gujarat,Rajkot,2020,october,73.76,0.02209,,,,
Gujarat,Rajkot,2020,november,73.76,0.02209,,,,
Gujarat,Rajkot,2020,december,73.76,0.02209,,,,
Gujarat,Rajkot,2021,january,73.76,0.02209,,,,
Gujarat,Rajkot,2021,february,73.76,0.02209,,,,
Gujarat,Rajkot,2021,march,73.76,0.02209,,,,
Gujarat,Rajkot,2021,april,73.76,0.02209,,,,
Gujarat,Rajkot,2021,may,73.76,0.02209,,,,
Gujarat,Rajkot,2021,june,73.76,0.02209,,,,
Gujarat,Rajkot,2021,july,73.76,0.02209,,,,
Gujarat,Rajkot,2021,august,73.76,0.02209,,,,
Gujarat,Rajkot,2021,september,73.76,0.02209,,,,
Gujarat,Rajkot,2021,october,73.76,0.02209,,,,
Gujarat,Rajkot,2021,november,73.76,0.02209,,,,
Gujarat,Rajkot,2021,december,73.76,0.02209,,,,
Gujarat,Rajkot,2022,january,73.76,0.02209,,,,
Gujarat,Rajkot,2022,february,73.76,0.02209,,,,
Gujarat,Rajkot,2022,march,73.76,0.02209,,,,
Gujarat,Rajkot,2022,april,73.76,0.02209,,,,
Gujarat,Rajkot,2022,may,73.76,0.02209,,,,
Gujarat,Rajkot,2022,june,73.76,0.02209,,,,
Gujarat,Rajkot,2022,july,73.76,0.02209,,,,
Gujarat,Rajkot,2022,august,73.76,0.02209,,,,
Gujarat,Rajkot,2022,september,73.76,0.02209,,,,
Gujarat,Rajkot,2022,october,73.76,0.02209,,,,
Gujarat,Rajkot,2022,november,73.76,0.02209,,,,
Gujarat,Rajkot,2022,december,73.76,0.02209,,,,
Gujarat,Rajkot,2023,january,73.76,0.02209,,,,
Gujarat,Rajkot,2023,february,73.76,0.02209,,,,
Gujarat,Rajkot,2023,march,73.76,0.02209,,,,
Gujarat,Rajkot,2023,april,73.76,0.02209,,,,
Gujarat,Rajkot,2023,may,73.76,0.02209,,,,
Gujarat,Rajkot,2023,june,73.76,0.02209,,,,
Gujarat,Rajkot,2023,july,73.76,0.02209,,,,
Gujarat,Rajkot,2023,august,73.76,0.02209,,,,
Gujarat,Rajkot,2023,september,73.76,0.02209,,,,
Gujarat,Rajkot,2023,october,73.76,0.02209,,,,
Gujarat,Rajkot,2023,november,73.76,0.02209,,,,
Gujarat,Rajkot,2023,december,73.76,0.02209,,,,
Gujarat,Rajkot,2009,january,53.15,0.04975,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,february,53.15,0.04975,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,march,53.15,0.04975,0.3,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,april,53.15,0.04975,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,may,53.15,0.04975,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,june,53.15,0.04975,17.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,july,53.15,0.04975,390.3,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,august,53.15,0.04975,143.5,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,september,53.15,0.04975,54.9,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,october,53.15,0.04975,27.4,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,november,53.15,0.04975,8.1,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,december,53.15,0.04975,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2010,january,53.15,0.04975,0.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,february,53.15,0.04975,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,march,53.15,0.04975,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,april,53.15,0.04975,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,may,53.15,0.04975,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,june,53.15,0.04975,59.3,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,july,53.15,0.04975,328.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,august,53.15,0.04975,431.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,september,53.15,0.04975,216.6,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,october,53.15,0.04975,12.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,november,53.15,0.04975,41.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,december,53.15,0.04975,0.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2011,january,53.15,0.04975,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,february,53.15,0.04975,0.2,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,march,53.15,0.04975,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,april,53.15,0.04975,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,may,53.15,0.04975,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,june,53.15,0.04975,16.3,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,july,53.15,0.04975,259.2,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,august,53.15,0.04975,451.7,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,september,53.15,0.04975,162.5,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,october,53.15,0.04975,0.4,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,november,53.15,0.04975,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,december,53.15,0.04975,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2012,january,53.15,0.04975,0.1,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,february,53.15,0.04975,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,march,53.15,0.04975,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,april,53.15,0.04975,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,may,53.15,0.04975,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,june,53.15,0.04975,34.4,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,july,53.15,0.04975,178.2,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,august,53.15,0.04975,230.3,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,september,53.15,0.04975,263.8,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,october,53.15,0.04975,7.1,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,november,53.15,0.04975,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,december,53.15,0.04975,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2013,january,53.15,0.04975,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,february,53.15,0.04975,0.9,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,march,53.15,0.04975,0.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,april,53.15,0.04975,4.6,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,may,53.15,0.04975,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,june,53.15,0.04975,155.7,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2013,july,53.15,0.04975,405.4,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,august,53.15,0.04975,211.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,september,53.15,0.04975,287.3,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,october,53.15,0.04975,53.2,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,november,53.15,0.04975,0.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,december,53.15,0.04975,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2014,january,53.15,0.04975,5.7,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,february,53.15,0.04975,0.1,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,march,53.15,0.04975,0.2,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,april,53.15,0.04975,1.0,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,may,53.15,0.04975,1.3,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,june,53.15,0.04975,11.6,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,july,53.15,0.04975,307.5,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,august,53.15,0.04975,138.6,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,september,53.15,0.04975,235.1,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,october,53.15,0.04975,3.3,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,november,53.15,0.04975,1.3,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2014,december,53.15,0.04975,0.0,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2015,january,53.15,0.04975,1.8,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,february,53.15,0.04975,0.0,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,march,53.15,0.04975,6.1,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,april,53.15,0.04975,5.5,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,may,53.15,0.04975,0.9,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,june,53.15,0.04975,120.7,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,july,53.15,0.04975,354.7,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,august,53.15,0.04975,37.4,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,september,53.15,0.04975,93.4,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,october,53.15,0.04975,2.2,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,november,53.15,0.04975,0.3,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2015,december,53.15,0.04975,0.0,1602000.0,33481.8,0.0334818
Gujarat,Rajkot,2016,january,53.15,0.04975,0.0,1655000.0,34589.5,0.034589499999999995
